make_model,body_type,km,gear_type,fuel_type,price
Opel Grandland X,Off-Road/Pick-up,29294.0,Automatic,Gasoline,25950.0
Volkswagen Golf,Sedans,77000.0,Automatic,Gasoline,13500.0
Opel Astra,Van,213000.0,Automatic,Gasoline,5450.0
Opel Mokka-E,Off-Road/Pick-up,750.0,Automatic,Electric,35950.0
Volkswagen Touran,Van,134244.0,Automatic,Diesel,17295.0
Volkswagen Polo,Compact,29598.0,Manuel,Gasoline,15400.0
Volkswagen T-Cross,Off-Road/Pick-up,18079.0,Automatic,Gasoline,24950.0
Honda Jazz,Van,110453.0,Manuel,Gasoline,9900.0
Volkswagen Golf,Sedans,160000.0,Automatic,Gasoline,13500.0
Toyota C-HR,Off-Road/Pick-up,13423.0,Manuel,Electric/Gasoline,22695.0
Toyota RAV 4,Off-Road/Pick-up,68067.0,Manuel,Electric/Gasoline,24325.0
Volkswagen Polo,Other,191653.0,Manuel,Diesel,4500.0
Opel Astra,Station wagon,99168.0,Manuel,,11950.0
Volkswagen Tiguan,Off-Road/Pick-up,106020.0,Automatic,Gasoline,16888.0
Volkswagen up!,Compact,11.0,Automatic,Electric,18946.0
Honda e,Compact,7215.0,,Electric,29950.0
Volkswagen T-Cross,Off-Road/Pick-up,12990.0,,Gasoline,24943.0
Toyota Yaris,Van,83000.0,Automatic,,7150.0
Volkswagen Golf Variant,Station wagon,55841.0,,Gasoline,16990.0
Volkswagen Tiguan,Off-Road/Pick-up,63054.0,,Diesel,28450.0
Volkswagen Passat,Sedans,124656.0,Automatic,Electric/Gasoline,21900.0
Opel Vivaro,Van,10.0,,Electric,42949.0
Toyota Verso-S,Van,118998.0,Manuel,Gasoline,7450.0
Honda Civic,Sedans,91140.0,Automatic,Gasoline,12000.0
Volkswagen Touran,,43583.0,Automatic,Gasoline,29450.0
Opel Astra,Compact,56874.0,,Gasoline,17950.0
Volkswagen ID.4,Off-Road/Pick-up,1044.0,Automatic,Electric,47950.0
Volkswagen Touran,Van,45327.0,Automatic,Gasoline,24840.0
Volkswagen Golf,Compact,54707.0,Automatic,Gasoline,22440.0
Volkswagen Passat Variant,,,Manuel,Diesel,12900.0
Toyota Prius,Compact,230120.0,,Electric/Gasoline,6950.0
Volkswagen T-Cross,Off-Road/Pick-up,18615.0,Manuel,Gasoline,28890.0
Opel Crossland X,Off-Road/Pick-up,32041.0,Manuel,Gasoline,15300.0
Volkswagen Caddy,Van,514124.0,Manuel,Diesel,4295.0
Volkswagen Polo,Compact,127840.0,Manuel,Diesel,6445.0
Opel Agila,Van,7398.0,Manuel,Gasoline,5800.0
Volkswagen Tiguan,Off-Road/Pick-up,100760.0,Automatic,Gasoline,17250.0
Opel Mokka,Off-Road/Pick-up,31746.0,Automatic,Gasoline,18700.0
Opel Mokka X,Other,22133.0,Semi-automatic,Gasoline,15950.0
Volkswagen Golf,Station wagon,74025.0,Automatic,Gasoline,11200.0
Volkswagen Caddy,Transporter,103225.0,Manuel,Gasoline,9750.0
Opel Astra,Station wagon,27536.0,Automatic,Gasoline,22450.0
Honda HR-V,Van,42315.0,Manuel,Gasoline,19500.0
Opel Combo,Transporter,186644.0,Semi-automatic,Diesel,6450.0
Volkswagen Golf,Station wagon,180400.0,Automatic,Diesel,12000.0
Opel Astra,Station wagon,113685.0,Manuel,Gasoline,7950.0
Volkswagen Golf,Compact,86000.0,Automatic,Diesel,21000.0
Opel Corsa,Van,135000.0,Manuel,Diesel,4200.0
Opel Astra,Station wagon,95343.0,Manuel,Gasoline,15940.0
Volkswagen Beetle,Convertible,68850.0,Manuel,Gasoline,19950.0
Volkswagen Tiguan,Off-Road/Pick-up,89215.0,Manuel,Gasoline,27950.0
Volkswagen Golf Variant,Station wagon,88945.0,Manuel,Gasoline,10749.0
Volkswagen Golf,Station wagon,249525.0,Automatic,Diesel,5250.0
Volkswagen Tiguan,Off-Road/Pick-up,71003.0,Manuel,Gasoline,10900.0
Volkswagen Golf Sportsvan,Van,6945.0,Automatic,,29888.0
Toyota Aygo,Compact,34133.0,Automatic,Gasoline,12650.0
Tesla Model 3,Compact,,Automatic,Electric,54499.0
Opel Ampera,Compact,94330.0,Manuel,Electric/Gasoline,11900.0
Volkswagen Golf,Station wagon,,Manuel,Diesel,14500.0
Opel Zafira Tourer,Other,98000.0,,Diesel,12950.0
Volkswagen Passat,Station wagon,260000.0,Automatic,Diesel,9000.0
Opel Astra,Station wagon,60718.0,,Gasoline,15900.0
Toyota C-HR,Van,53478.0,Automatic,Gasoline,21950.0
Volkswagen Passat Variant,Station wagon,36826.0,Automatic,Diesel,27450.0
Volkswagen Polo,Compact,165445.0,Semi-automatic,Diesel,
Volkswagen up!,Compact,40015.0,Manuel,Gasoline,8250.0
Volkswagen Golf,Compact,112596.0,Automatic,Diesel,24999.0
Volkswagen Golf Variant,Station wagon,313764.0,Manuel,,3950.0
Toyota Aygo,Compact,136019.0,Manuel,Gasoline,4745.0
Volkswagen Touran,Van,145371.0,Automatic,Gasoline,21900.0
Volkswagen Polo,Compact,77340.0,Manuel,Diesel,15450.0
Volkswagen Tiguan,Off-Road/Pick-up,222233.0,Semi-automatic,Diesel,10950.0
Opel Vivaro,Van,82102.0,Manuel,Diesel,26950.0
Toyota Auris,Station wagon,,Manuel,Electric/Gasoline,14995.0
Tesla Model 3,Compact,18451.0,Automatic,Electric,43950.0
Opel Insignia,Compact,60.0,Manuel,Gasoline,41900.0
Opel Insignia,Station wagon,96210.0,Manuel,Diesel,17900.0
Opel Mokka,Off-Road/Pick-up,89465.0,Manuel,Gasoline,15500.0
Volkswagen T-Cross,Off-Road/Pick-up,6496.0,Semi-automatic,Gasoline,20950.0
Opel Corsa,Compact,,Automatic,Electric,23925.0
Opel Insignia,Station wagon,63005.0,Automatic,Gasoline,20950.0
Opel Grandland X,Off-Road/Pick-up,5981.0,Automatic,Gasoline,30845.0
Toyota Aygo,Compact,262099.0,Manuel,,1750.0
Volkswagen Golf Sportsvan,Van,73592.0,Automatic,Gasoline,25890.0
Volkswagen T6 Transporter,Transporter,220088.0,Manuel,Diesel,6950.0
Toyota Prius+,Van,186904.0,Automatic,Electric/Gasoline,15900.0
Volkswagen Beetle,Convertible,30374.0,Automatic,Gasoline,24950.0
Opel Mokka-E,Off-Road/Pick-up,641.0,Automatic,Electric,42101.0
Volkswagen Transporter,Van,10.0,Semi-automatic,Electric,9399.0
Volkswagen Golf Variant,Station wagon,139152.0,Automatic,Gasoline,8950.0
Opel Corsa,Compact,165122.0,Semi-automatic,Gasoline,5350.0
Opel Vivaro,Transporter,1.0,Automatic,Electric,34995.0
Tesla Model S,Compact,188872.0,Automatic,Electric,35030.0
Opel Combo,Transporter,10.0,Semi-automatic,Diesel,13406.0
Volkswagen Tiguan,Off-Road/Pick-up,10.0,Manuel,Electric/Gasoline,49950.0
Volkswagen Tiguan,Off-Road/Pick-up,62304.0,Automatic,Gasoline,23750.0
Volkswagen Tiguan,,106209.0,,Gasoline,17500.0
Volkswagen Transporter,Transporter,20406.0,Automatic,Diesel,34950.0
Volkswagen Caddy,Transporter,235027.0,Automatic,Diesel,8344.0
Toyota Hilux,Off-Road/Pick-up,84996.0,Automatic,Diesel,36450.0
Honda CR-V,Off-Road/Pick-up,51516.0,Semi-automatic,Gasoline,26800.0
Toyota Aygo,Compact,111574.0,Manuel,Gasoline,3995.0
Toyota Land Cruiser,Off-Road/Pick-up,250.0,Automatic,,44295.0
Volkswagen Tiguan,Off-Road/Pick-up,73548.0,Semi-automatic,,19900.0
Volkswagen up!,Compact,16908.0,Automatic,Electric,16995.0
Volkswagen Golf,Compact,225000.0,Manuel,Diesel,4750.0
Opel Astra,Compact,70894.0,Manuel,Diesel,12885.0
Toyota Hilux,Off-Road/Pick-up,,Automatic,Diesel,33845.0
Honda Civic,Compact,17531.0,,Gasoline,42950.0
Toyota C-HR,Off-Road/Pick-up,47695.0,Automatic,Electric/Gasoline,21650.0
Opel Meriva,Van,139333.0,Manuel,Gasoline,6440.0
Volkswagen Golf Variant,Station wagon,,Manuel,Diesel,13999.0
Opel Mokka X,Off-Road/Pick-up,49346.0,Automatic,Gasoline,22437.0
Opel Astra,Station wagon,,Manuel,Diesel,4885.0
Toyota C-HR,Off-Road/Pick-up,,Automatic,Electric/Gasoline,20480.0
Volkswagen CC,Other,210301.0,Automatic,Gasoline,11950.0
Volkswagen Golf Sportsvan,Station wagon,78667.0,Manuel,Gasoline,18450.0
Volkswagen Touran,Station wagon,125000.0,Manuel,Gasoline,8300.0
Volkswagen Golf GTE,Compact,85284.0,Manuel,Electric/Gasoline,17450.0
Opel Mokka X,Off-Road/Pick-up,56260.0,Automatic,Gasoline,23850.0
Opel Corsa,Coupe,149500.0,Semi-automatic,Gasoline,6850.0
Volkswagen Polo,Compact,238000.0,Manuel,,4000.0
Volkswagen Tiguan,Station wagon,60001.0,Automatic,Gasoline,18445.0
Toyota Proace,Transporter,37947.0,Manuel,Diesel,16645.0
Volkswagen Tiguan,Off-Road/Pick-up,91844.0,Semi-automatic,Gasoline,20888.0
Volkswagen Passat,Sedans,146796.0,Automatic,Electric/Gasoline,14826.0
Opel Zafira,Van,48889.0,Automatic,Gasoline,21440.0
Volkswagen Golf Variant,Station wagon,253800.0,Manuel,Gasoline,4450.0
Volkswagen Golf Plus,Van,256003.0,Manuel,Gasoline,3950.0
Volkswagen Passat,Sedans,311000.0,Automatic,Diesel,13950.0
Toyota Proace,Transporter,32468.0,Automatic,Diesel,27500.0
Toyota Corolla,Sedans,3500.0,Manuel,Electric/Gasoline,35995.0
Opel Insignia,Compact,105.0,Manuel,Gasoline,35495.0
Opel Crossland X,Off-Road/Pick-up,,,Gasoline,22895.0
Honda CR-V,Van,95000.0,Manuel,Gasoline,
Toyota Aygo,Compact,64867.0,Manuel,Gasoline,4990.0
Volkswagen Caddy,Transporter,74769.0,Automatic,Diesel,19950.0
Volkswagen Tiguan,Off-Road/Pick-up,69475.0,Automatic,Diesel,37750.0
Volkswagen Golf,,270000.0,Manuel,Diesel,9850.0
Volkswagen Passat,Sedans,1.0,Automatic,Gasoline,46341.0
Toyota Corolla,Station wagon,33141.0,Automatic,Gasoline,27245.0
Volkswagen Golf,Station wagon,109470.0,Automatic,Diesel,13450.0
Opel Combo,Transporter,26506.0,Semi-automatic,Diesel,12995.0
Volkswagen Golf Variant,Station wagon,68673.0,Manuel,Gasoline,17445.0
Opel Insignia,Compact,12000.0,Manuel,Gasoline,42445.0
Volkswagen Caddy,Transporter,162000.0,Manuel,Diesel,5999.0
Toyota Prius,Compact,162804.0,Manuel,Gasoline,8899.0
Toyota C-HR,Off-Road/Pick-up,86348.0,Automatic,Electric/Gasoline,20950.0
Opel Astra,Compact,153871.0,,Gasoline,6250.0
Toyota Land Cruiser,Off-Road/Pick-up,242502.0,Automatic,,20950.0
Volkswagen Golf Variant,,205079.0,Manuel,Diesel,8650.0
Toyota Auris,Compact,178062.0,Automatic,Electric/Gasoline,9450.0
Opel Astra,Station wagon,120941.0,Manuel,Gasoline,11885.0
Volkswagen Polo,Compact,176361.0,Manuel,Diesel,5699.0
Opel Mokka,Off-Road/Pick-up,86733.0,Manuel,Gasoline,12940.0
Volkswagen T-Roc,Off-Road/Pick-up,29760.0,,Gasoline,26900.0
Volkswagen Polo,Compact,181706.0,Semi-automatic,Diesel,7650.0
Volkswagen Golf Variant,Station wagon,195292.0,Semi-automatic,,5900.0
Volkswagen Golf,Compact,226478.0,Semi-automatic,Diesel,8090.0
Volkswagen Tiguan,Station wagon,169000.0,Manuel,Gasoline,9500.0
Toyota Auris,Compact,139339.0,Automatic,Electric/Gasoline,9930.0
Volkswagen ID.4,Off-Road/Pick-up,1.0,Automatic,Electric,53544.0
Volkswagen Passat,Sedans,95427.0,Automatic,Gasoline,21350.0
Toyota Yaris,Compact,131719.0,Automatic,Electric/Gasoline,9250.0
Volkswagen Caddy,Transporter,82168.0,Manuel,Diesel,15945.0
Volkswagen Jetta,Sedans,117753.0,Manuel,Diesel,9499.0
Volkswagen Golf,Station wagon,174100.0,,Electric,14000.0
Volkswagen Golf Sportsvan,Van,81494.0,Automatic,Gasoline,17900.0
Volkswagen Touran,Van,110946.0,Manuel,Gasoline,8750.0
Toyota Yaris,Compact,7500.0,Automatic,Gasoline,19950.0
Volkswagen Touran,Van,157763.0,Manuel,,6250.0
Toyota Auris,Station wagon,123023.0,Automatic,Electric/Gasoline,12250.0
Toyota C-HR,Off-Road/Pick-up,33243.0,Manuel,Electric/Gasoline,23950.0
Volkswagen Passat Variant,Station wagon,172877.0,Manuel,,7500.0
Volkswagen Passat Variant,Station wagon,78372.0,Automatic,Diesel,23900.0
Volkswagen Polo,Compact,104160.0,Manuel,Gasoline,10950.0
Volkswagen Tiguan,Off-Road/Pick-up,99890.0,Automatic,Gasoline,23950.0
Toyota Auris,Station wagon,83762.0,,Electric/Gasoline,13999.0
Volkswagen Golf Sportsvan,Van,55861.0,Automatic,Gasoline,20950.0
Volkswagen Passat,Sedans,162059.0,Manuel,,5835.0
Volkswagen Passat Variant,Station wagon,,Automatic,Electric/Gasoline,56930.0
Honda Jazz,Compact,8094.0,Automatic,Gasoline,22950.0
Volkswagen Golf Variant,Station wagon,131530.0,Manuel,Gasoline,
Tesla Model S,Compact,84664.0,,Electric,75625.0
Volkswagen Tiguan,,65774.0,Automatic,Diesel,32999.0
Volkswagen Golf Cabriolet,Convertible,133594.0,Manuel,Gasoline,11950.0
Opel Astra,Station wagon,159242.0,Manuel,Gasoline,6644.0
Volkswagen Golf Variant,Station wagon,9000.0,Automatic,Electric/Gasoline,43350.0
Honda Civic,Compact,1.0,Automatic,Gasoline,32395.0
Opel Crossland X,Off-Road/Pick-up,49469.0,Semi-automatic,Gasoline,16400.0
Volkswagen up!,,118582.0,Automatic,Gasoline,7995.0
Toyota Aygo,Compact,51761.0,Automatic,Gasoline,10950.0
Volkswagen Eos,Convertible,158905.0,Manuel,Gasoline,10950.0
Toyota Yaris,Compact,138214.0,Automatic,Electric/Gasoline,9450.0
Volkswagen Golf,Compact,,Automatic,Electric,21950.0
Volkswagen Caddy,Transporter,57745.0,Semi-automatic,Diesel,9645.0
Volkswagen T5,Transporter,280000.0,Manuel,Diesel,13900.0
Toyota Yaris,Compact,196203.0,Automatic,Electric/Gasoline,8950.0
Volkswagen Golf Plus,Van,80276.0,Automatic,Gasoline,10450.0
Volkswagen Touran,Van,90899.0,Automatic,Gasoline,22950.0
Volkswagen Touran,Transporter,70409.0,Automatic,Gasoline,21950.0
Honda Civic,,78547.0,Manuel,Gasoline,18950.0
Honda Civic,Compact,1.0,Automatic,Gasoline,33415.0
Volkswagen Transporter,Transporter,234564.0,Automatic,Diesel,9500.0
Volkswagen Golf Variant,Station wagon,121841.0,Automatic,Diesel,15750.0
Opel Corsa,Compact,124827.0,Manuel,Gasoline,4945.0
Volkswagen ID.4,Off-Road/Pick-up,1027.0,Automatic,Electric,49450.0
Volkswagen T-Cross,Off-Road/Pick-up,29968.0,Automatic,Gasoline,24700.0
Opel Crossland X,Off-Road/Pick-up,,Automatic,Gasoline,26793.0
Volkswagen Tiguan,Off-Road/Pick-up,136841.0,Manuel,Gasoline,13250.0
Opel Corsa,Compact,,Semi-automatic,Gasoline,14950.0
Opel Agila,Compact,50395.0,Manuel,Gasoline,4900.0
Volkswagen Caddy,Transporter,168980.0,,Diesel,6950.0
Volkswagen Golf Sportsvan,Van,17843.0,Manuel,Gasoline,16500.0
Toyota Aygo,Compact,14061.0,Manuel,,11900.0
Volkswagen Golf Sportsvan,Van,39704.0,,Gasoline,17950.0
Opel Mokka,Off-Road/Pick-up,86681.0,Manuel,Gasoline,12945.0
Honda Civic,Compact,3250.0,Automatic,Gasoline,32950.0
Opel Zafira,Van,,Automatic,Gasoline,12995.0
Opel Agila,Compact,46202.0,Manuel,Gasoline,4900.0
Volkswagen up!,Compact,45600.0,Manuel,Electric,9950.0
Volkswagen T6 Transporter,Transporter,,Automatic,,24450.0
Volkswagen None,Van,65879.0,Automatic,Diesel,23000.0
Volkswagen ID.4,Off-Road/Pick-up,10.0,,Electric,48585.0
Toyota Auris,Station wagon,70341.0,Manuel,Gasoline,11900.0
Opel Combo,Van,21198.0,Manuel,,9850.0
Toyota Auris,Compact,193570.0,Automatic,Electric/Gasoline,6900.0
Volkswagen Touareg,Off-Road/Pick-up,184900.0,Automatic,,22988.0
Volkswagen Arteon,Compact,151203.0,Automatic,Gasoline,24900.0
Opel Astra,Station wagon,184526.0,Manuel,Gasoline,5950.0
Volkswagen Golf Variant,Station wagon,67972.0,,Diesel,23450.0
Opel Corsa,Compact,219365.0,Manuel,Diesel,3300.0
Opel Astra,,128501.0,Manuel,Diesel,5450.0
Toyota Prius+,Van,88461.0,Automatic,Electric/Gasoline,21895.0
Volkswagen Golf,Compact,34001.0,Automatic,Gasoline,10945.0
Opel Mokka X,Off-Road/Pick-up,72822.0,Semi-automatic,Gasoline,16895.0
Volkswagen Golf Plus,Van,,Semi-automatic,Diesel,7999.0
Volkswagen Caddy,Transporter,209551.0,Automatic,Diesel,9400.0
Tesla Model S,Compact,168896.0,Automatic,,59999.0
Toyota Verso,Van,65615.0,Automatic,Gasoline,13850.0
Volkswagen Golf,Station wagon,163000.0,Manuel,Gasoline,10000.0
Tesla Model S,Compact,90665.0,Automatic,Electric,62527.0
Toyota Verso-S,Van,91910.0,Automatic,,10450.0
Toyota Auris,Station wagon,115467.0,Semi-automatic,Diesel,10800.0
Volkswagen Polo,Compact,126000.0,Semi-automatic,Gasoline,11950.0
Volkswagen Tiguan,Off-Road/Pick-up,43474.0,Manuel,Gasoline,28948.0
Volkswagen Passat Variant,Station wagon,92640.0,Automatic,Diesel,17290.0
Honda Insight,Compact,161546.0,Manuel,Electric/Gasoline,7450.0
Opel Meriva,Van,138289.0,Manuel,Gasoline,6950.0
Opel Insignia,Station wagon,151162.0,Manuel,Diesel,7400.0
Opel Meriva,,96724.0,Manuel,Gasoline,7940.0
Volkswagen Passat Variant,Station wagon,141722.0,Automatic,Gasoline,7995.0
Toyota RAV 4,Off-Road/Pick-up,8018.0,Semi-automatic,Gasoline,34950.0
Opel Meriva,Van,69367.0,Manuel,Gasoline,12950.0
Toyota Auris,Station wagon,178669.0,Automatic,Electric/Gasoline,11235.0
Opel Combo,Transporter,33272.0,Semi-automatic,Diesel,13900.0
Honda Jazz,Compact,199699.0,Semi-automatic,Gasoline,4945.0
Volkswagen Golf GTE,Compact,91359.0,Manuel,Electric/Gasoline,17900.0
Opel Corsa,Compact,4100.0,Automatic,Electric,31900.0
Toyota Aygo,Compact,174472.0,Manuel,Gasoline,3650.0
Volkswagen up!,Compact,1812.0,Automatic,Electric,19946.0
Volkswagen Golf,Station wagon,178600.0,Manuel,Gasoline,6450.0
Toyota RAV 4,Off-Road/Pick-up,142257.0,Manuel,Gasoline,14340.0
Volkswagen Golf GTE,Compact,,Manuel,Electric/Gasoline,16243.0
Volkswagen Polo,Other,153080.0,Semi-automatic,Gasoline,8495.0
Toyota Auris,Station wagon,98301.0,Automatic,Electric/Gasoline,14870.0
Volkswagen T-Roc,Convertible,10.0,Automatic,,50700.0
Tesla Model S,Compact,84000.0,Automatic,Electric,72594.0
Volkswagen Golf,Compact,28778.0,Automatic,Electric,18440.0
Opel Astra,Compact,92404.0,Manuel,Diesel,12885.0
Opel Zafira Tourer,Van,65724.0,Automatic,Gasoline,17895.0
Honda Civic,Compact,140339.0,Manuel,Gasoline,8850.0
Toyota Auris,Compact,236569.0,Semi-automatic,Other,5950.0
Volkswagen Tiguan,Off-Road/Pick-up,100366.0,Manuel,Diesel,19995.0
Toyota Yaris,,107000.0,Semi-automatic,Gasoline,6250.0
Volkswagen Caddy,Transporter,130359.0,Manuel,Diesel,10945.0
Opel Meriva,Van,58288.0,Automatic,Gasoline,11950.0
Toyota Auris,Station wagon,155090.0,Automatic,Electric/Gasoline,11495.0
Opel Agila,Compact,103493.0,,Gasoline,4950.0
Opel Corsa,Compact,109955.0,Semi-automatic,Gasoline,
Volkswagen Polo,Compact,240659.0,Manuel,Diesel,4250.0
Opel Corsa,Compact,15.0,Automatic,,30095.0
Toyota Auris,Station wagon,159406.0,Automatic,Electric/Gasoline,11888.0
Opel Insignia,Sedans,184515.0,Manuel,Diesel,6950.0
Honda Accord,Station wagon,155687.0,Semi-automatic,Gasoline,11950.0
Opel Astra,Station wagon,89000.0,Manuel,Gasoline,10900.0
Toyota Auris,Station wagon,,Automatic,,13500.0
Toyota Yaris,Compact,28770.0,Automatic,Gasoline,16735.0
Toyota RAV 4,Off-Road/Pick-up,,Manuel,Gasoline,15900.0
Honda CR-Z,Coupe,129596.0,Semi-automatic,Electric/Gasoline,9940.0
Opel Grandland X,Off-Road/Pick-up,,Manuel,Electric/Gasoline,36575.0
Opel Vivaro,Transporter,160525.0,Semi-automatic,Diesel,12450.0
Volkswagen Caddy,Transporter,134952.0,Semi-automatic,Diesel,8950.0
Volkswagen Golf,Compact,47566.0,Automatic,Electric,20250.0
Opel Corsa,Van,137000.0,,Gasoline,6000.0
Volkswagen Tiguan,Off-Road/Pick-up,128012.0,Manuel,Diesel,17750.0
Opel Mokka,Off-Road/Pick-up,105818.0,Manuel,Gasoline,10750.0
Toyota Aygo,Compact,10.0,Automatic,Gasoline,15950.0
Volkswagen Passat Variant,,,Automatic,Electric/Gasoline,12988.0
Opel Mokka,Off-Road/Pick-up,0.0,Automatic,Electric,36101.0
Toyota C-HR,Off-Road/Pick-up,63822.0,Manuel,Electric/Gasoline,23950.0
Toyota Yaris,Compact,56655.0,,,11950.0
Volkswagen Golf Variant,Station wagon,100869.0,Automatic,Gasoline,13400.0
Volkswagen Polo,Compact,104960.0,Manuel,Gasoline,5450.0
Volkswagen T6 Transporter,Transporter,134867.0,Manuel,,26750.0
Volkswagen T-Roc,Off-Road/Pick-up,19982.0,Manuel,Gasoline,28950.0
Honda Civic,Compact,94695.0,,Gasoline,9900.0
Volkswagen Transporter,Transporter,66068.0,Manuel,Diesel,27950.0
Opel Insignia,,11875.0,Semi-automatic,Gasoline,42950.0
Toyota C-HR,Off-Road/Pick-up,38680.0,Manuel,Electric/Gasoline,23900.0
Honda HR-V,Off-Road/Pick-up,2500.0,,Gasoline,33900.0
Opel Corsa,Compact,5000.0,Automatic,Electric,26995.0
Volkswagen Golf Cabriolet,Convertible,,Manuel,Gasoline,13950.0
Volkswagen Golf,Station wagon,172000.0,Automatic,Diesel,11450.0
Volkswagen Polo,Compact,150000.0,Automatic,Gasoline,8600.0
Tesla Model X,Off-Road/Pick-up,52681.0,Automatic,Electric,71499.0
Toyota C-HR,Off-Road/Pick-up,,Automatic,Electric/Gasoline,19700.0
Volkswagen Passat Variant,Station wagon,211688.0,Automatic,Gasoline,8695.0
Volkswagen Crafter,Transporter,73290.0,Automatic,Diesel,23750.0
Opel Astra,Station wagon,216175.0,Manuel,,6500.0
Opel Corsa,Van,147000.0,Manuel,Gasoline,6250.0
Opel Astra,Station wagon,110977.0,,Gasoline,12950.0
Honda CR-V,Off-Road/Pick-up,118140.0,Manuel,Gasoline,16950.0
Opel Mokka,Station wagon,135095.0,Manuel,Diesel,10445.0
Toyota Auris,Sedans,159000.0,Manuel,Electric/Gasoline,11100.0
Honda Insight,Compact,194448.0,Manuel,Electric/Gasoline,5450.0
Volkswagen Golf,Compact,48000.0,Automatic,Electric,21000.0
Volkswagen Passat Variant,Station wagon,198159.0,Automatic,Gasoline,6895.0
Toyota Auris,Compact,1.0,Automatic,Electric/Gasoline,6890.0
Opel Karl,Compact,21000.0,Semi-automatic,Gasoline,12250.0
Volkswagen Tiguan,Off-Road/Pick-up,152139.0,Manuel,Gasoline,9999.0
Opel Astra,Station wagon,,Automatic,Gasoline,21950.0
Volkswagen Golf,Compact,348250.0,Manuel,Diesel,6950.0
Volkswagen Tiguan,Off-Road/Pick-up,84088.0,Automatic,Gasoline,29999.0
Toyota Avensis,Station wagon,144349.0,Manuel,Gasoline,12450.0
Opel Mokka,Off-Road/Pick-up,83527.0,Manuel,Gasoline,12450.0
Volkswagen Golf Variant,Station wagon,236700.0,Manuel,,4450.0
Volkswagen Polo,Compact,,Automatic,Gasoline,7950.0
Opel Movano,Transporter,149077.0,Semi-automatic,,11890.0
Volkswagen Golf,Compact,134963.0,Manuel,Electric/Gasoline,16070.0
Opel Corsa,Compact,3000.0,Automatic,,26945.0
Volkswagen Passat Variant,Station wagon,100338.0,Automatic,Electric/Gasoline,19500.0
Opel Corsa,Compact,,Automatic,Electric,26880.0
Tesla Model S,Compact,30913.0,Automatic,Electric,69900.0
Opel Astra,Station wagon,159735.0,Manuel,,7900.0
Volkswagen Touran,Van,136754.0,Manuel,Gasoline,7900.0
Toyota Aygo,Compact,131358.0,Manuel,Gasoline,3999.0
Volkswagen Passat Variant,Station wagon,137865.0,Manuel,,8950.0
Opel Mokka,Off-Road/Pick-up,81195.0,Automatic,Gasoline,15495.0
Volkswagen Golf Variant,Station wagon,166437.0,Manuel,Diesel,11950.0
Opel Meriva,Van,168200.0,Semi-automatic,Other,6688.0
Toyota Aygo,Compact,177503.0,Manuel,Gasoline,4950.0
Toyota RAV 4,Off-Road/Pick-up,77201.0,Manuel,Gasoline,20695.0
Volkswagen Polo,Compact,222324.0,,Diesel,4245.0
Opel Astra,Station wagon,225962.0,Manuel,Gasoline,4950.0
Opel Corsa,Van,185000.0,Semi-automatic,Diesel,3500.0
Volkswagen Passat,Sedans,25998.0,Automatic,,32900.0
Volkswagen Golf Variant,Station wagon,103061.0,Manuel,Diesel,13900.0
Opel Corsa,Compact,144871.0,Manuel,Gasoline,4250.0
Volkswagen T-Roc,Off-Road/Pick-up,68830.0,Semi-automatic,Gasoline,22945.0
Volkswagen Golf,Station wagon,17902.0,Automatic,Gasoline,11499.0
Volkswagen Golf Sportsvan,Van,17046.0,Automatic,Gasoline,27500.0
Volkswagen Golf,Station wagon,,Manuel,Diesel,7250.0
Opel Astra,Station wagon,92000.0,Manuel,Gasoline,8900.0
Opel Astra,Station wagon,59625.0,Manuel,Diesel,
Toyota C-HR,Off-Road/Pick-up,66182.0,Automatic,Electric/Gasoline,21395.0
Volkswagen Golf,Station wagon,115929.0,Manuel,Gasoline,11600.0
Toyota Prius,Compact,120699.0,Automatic,Electric/Gasoline,10750.0
Opel Vivaro,Transporter,0.0,Manuel,,39956.0
Volkswagen Golf,Station wagon,153000.0,Manuel,Diesel,7000.0
Volkswagen Passat,Station wagon,215443.0,Automatic,Gasoline,9000.0
Volkswagen Polo,Compact,,Manuel,Diesel,6950.0
